"r","rr","value"
"MD","OR",2651592.96284516
"MD","PA",1781575849.59163
"MD","RI",21310950.8495333
"MD","SC",26123101.0413634
"MD","SD",491035.733860215
"MD","TN",23864336.6656064
"MD","TX",120696583.382841
"MD","UT",5597807.36600645
"MD","VA",12462192303.9319
"MD","VT",3830078.72410968
"MD","WA",25730272.4542753
"MD","WI",9722507.53043225
"MD","WV",650327725.924468
"MD","WY",392828.587088172
"ME","AK",5784815.53475959
"ME","AL",730122.349047326
"ME","AZ",4099917.80618883
"ME","CA",7188896.97523521
"ME","CO",1572571.2133327
"ME","CT",19320160.6209446
"ME","DC",5110856.44333128
"ME","DE",2302693.56238003
"ME","FL",14096977.6623753
"ME","GA",4043754.54856981
"ME","HI",898612.121904402
"ME","IL",2583509.85047515
"ME","IN",2583509.85047515
"ME","KS",336979.545714151
"ME","KY",561632.576190251
"ME","LA",5335509.47380739
"ME","MA",285028532.416552
"ME","MD",2920489.39618931
"ME","ME",35698321318.0319
"ME","MI",4043754.54856981
"ME","MN",8986121.21904402
"ME","MO",1909550.75904685
"ME","MS",1684897.72857075
"ME","NC",1741060.98618978
"ME","ND",393142.803333176
"ME","NE",449306.060952201
"ME","NH",972522968.931039
"ME","NJ",14377793.9504704
"ME","NM",168489.772857075
"ME","NV",336979.545714151
"ME","NY",35270525.7847478
"ME","OH",2976652.65380833
"ME","OK",505469.318571226
"ME","OR",449306.060952201
"ME","PA",18646201.5295163
"ME","RI",16568160.9976124
"ME","SC",2527346.59285613
"ME","TN",2134203.78952295
"ME","TX",10727182.2052338
"ME","UT",7188896.97523521
"ME","VA",7469713.26333034
"ME","VT",13310692.055709
"ME","WA",561632.576190251
"ME","WI",2021877.2742849
"ME","WV",1179428.40999953
"MI","AK",9550630.67577309
"MI","AL",15848510.3242901
"MI","AR",8235688.77113767
"MI","AZ",28790306.9646493
"MI","CA",77858402.2481502
"MI","CO",33288792.4278758
"MI","CT",13149419.0463543
"MI","DC",19239676.2888762
"MI","DE",5398182.55587175
"MI","FL",92322763.1991399
"MI","GA",36679958.3924619
"MI","HI",1107319.49864036
"MI","IA",18824431.4768861
"MI","ID",553659.749320179
"MI","IL",312125683.679251
"MI","IN",1905696857.16006
"MI","KS",16748207.4169354
"MI","KY",27890609.872004
"MI","LA",5536597.49320179
"MI","MA",30797323.555935
"MI","MD",33427207.3652058
"MI","ME",2145431.52861569
"MI","MI",309859761947.69
"MI","MN",57511406.4606336
"MI","MO",28721099.4959843
"MI","MS",17924734.3842408
"MI","MT",4636900.4005565
"MI","NC",53358958.3407323
"MI","ND",16540585.0109404
"MI","NE",4221655.58856637
"MI","NH",3114336.08992601
"MI","NJ",21800352.6294821
"MI","NM",6297879.64851704
"MI","NV",6782331.9291722
"MI","NY",116614584.700563
"MI","OH",1834620786.84108
"MI","OK",4360070.52589641
"MI","OR",12249721.953709
"MI","PA",71629730.0682982
"MI","RI",4567692.93189148
"MI","SC",15433265.5123
"MI","SD",10381120.2997534
"MI","TN",36333921.0491368
"MI","TX",84848356.5833175
"MI","UT",7820443.95914753
"MI","VA",38410145.1090874
"MI","VT",415244.811990134
"MI","WA",9689045.61310314
"MI","WI",486874542.058433
"MI","WV",12111307.0163789
"MI","WY",4913730.27521659
"MN","AK",8975159.40160152
"MN","AL",164681.823882597
"MN","AR",4858113.8045366
"MN","AZ",11198364.0240166
"MN","CA",76741729.9292901
"MN","CO",17950318.803203
"MN","CT",6669613.86724517
"MN","DC",4034704.68512362
"MN","DE",2717250.09406285
"MN","FL",33101046.6004019
"MN","GA",59532479.3335587
"MN","HI",3623000.12541713
"MN","IA",337680079.871265
"MN","ID",6175568.39559738
"MN","IL",117335799.51635
"MN","IN",31207205.6257521
"MN","KS",7163659.33889296
"MN","KY",7987068.45830594
"MN","LA",3211295.56571064
"MN","MA",21985023.4883267
"MN","MD",4775772.89259531
"MN","ME",3046613.74182804
"MN","MI",32771682.9526368
"MN","MN",233332159418.151
"MN","MO",23961205.3749178
"MN","MT",6669613.86724517
"MN","NC",12762841.3509012
"MN","ND",2463969448.93141
"MN","NE",31207205.6257521
"MN","NH",6504932.04336257
"MN","NJ",9551545.78519061
"MN","NM",3128954.65376934
"MN","NV",15068386.8852576
"MN","NY",24455250.8465656
"MN","OH",27007819.1167459
"MN","OK",11857091.319547
"MN","OR",7246000.25083426
"MN","PA",27584205.500335
"MN","RI",1070431.85523688
"MN","SC",10539636.7284862
"MN","SD",301285396.793211
"MN","TN",19432455.2181464
"MN","TX",63731865.8425649
"MN","UT",8728136.66577763
"MN","VA",16797546.0360249
"MN","VT",741068.207471685
"MN","WA",11610068.5837231
"MN","WI",1740522196.61517
"MN","WV",823409.119412984
"MN","WY",4117045.59706492
"MO","AK",8479181.63120558
"MO","AL",8788640.81482623
"MO","AR",635505379.48335
"MO","AZ",8602965.30465384
"MO","CA",59973189.7856804
"MO","CO",32988348.9739604
"MO","CT",2970808.16275816
"MO","DC",3465942.85655119
"MO","DE",2661348.97913752
"MO","FL",48708875.501889
"MO","GA",29584297.9541334
"MO","IA",251466532.610134
"MO","ID",3713510.2034477
"MO","IL",1437252232.40771
"MO","IN",32926457.1372363
"MO","KS",6711550774.36448
"MO","KY",31193485.7089607
"MO","LA",25685112.2405133
"MO","MA",10335936.7329294
"MO","MD",9717018.36568815
"MO","ME",4951346.93793027
"MO","MI",30512675.5049953
"MO","MN",39920234.6870628
"MO","MO",169059161199.711
"MO","MS",13121069.3855152
"MO","MT",15658634.6912045
"MO","NC",27727542.8524095
"MO","ND",13059177.5487911
"MO","NE",87081814.2708486
"MO","NH",1237836.73448257
"MO","NJ",12192691.8346533
"MO","NM",6189183.67241284
"MO","NV",6374859.18258522
"MO","NY",35464022.4429256
"MO","OH",45490499.9922343
"MO","OK",214455214.249105
"MO","OR",7674587.75379192
"MO","PA",45676175.5024067
"MO","SC",6931885.71310238
"MO","SD",3094591.83620642
"MO","TN",76250742.8441262
"MO","TX",127744750.998601
"MO","UT",9902693.87586054
"MO","VA",6003508.16224045
"MO","WA",3280267.3463788
"MO","WI",28779704.0767197
"MO","WV",557026.530517155
"MO","WY",9036208.16172274
"MS","AK",3346600.34441539
"MS","AL",474643545.9908
"MS","AR",99633073.1108811
"MS","AZ",2486045.97013715
"MS","CA",26772802.7553231
"MS","CO",3681260.37885693
"MS","CT",478085.763487913
"MS","DC",5641412.00915738
"MS","DE",1243022.98506857
"MS","FL",52876285.4417632
"MS","GA",61481829.1845457
"MS","IA",8653352.31913123
"MS","IL",14868467.2444741
"MS","IN",11282824.0183148
"MS","KS",13099549.9195688
"MS","KY",22039753.6967928
"MS","LA",1025111494.07078
"MS","MA",3250983.19171781
"MS","MD",1577683.01951011
"MS","ME",1721108.74855649
"MS","MI",4398389.0240888
"MS","MN",17115470.3328673
"MS","MO",18788770.505075
"MS","MS",53799182199.6003
"MS","MT",5450177.70376221
"MS","NC",13864487.1411495
"MS","ND",17593556.0963552
"MS","NE",2772897.4282299
"MS","NH",2581663.12283473
"MS","NM",6358540.65438925
"MS","NV",5163326.24566946
"MS","NY",8031840.82659694
"MS","OH",5306751.97471584
"MS","OK",21179199.3225146
"MS","PA",13290784.224964
"MS","RI",430277.187139122
"MS","SC",9657332.42245585
"MS","SD",1625491.59585891
"MS","TN",2758268003.86717
"MS","TX",238564795.980469
"MS","UT",573702.916185496
"MS","VA",13338592.8013128
"MS","WA",1195214.40871978
"MS","WI",4494006.17678639
"MS","WV",286851.458092748
"MT","AK",24818573.2380305
"MT","AL",4262320.18653133
"MT","AR",107906.84016535
"MT","AZ",2212090.22338968
"MT","CA",15862305.5043065
"MT","CO",11653938.7378578
"MT","DC",1456742.34223223
"MT","FL",1726509.4426456
"MT","GA",3291158.62504318
"MT","HI",1618602.60248025
"MT","IA",107906.84016535
"MT","ID",30537635.7667941
"MT","IL",3722785.98570458
"MT","IN",5773015.94884623
"MT","KY",1780462.86272828
"MT","LA",2319997.06355503
"MT","MA",3560925.72545655
"MT","MD",5503248.84843285
"MT","ME",539534.20082675
"MT","MI",755347.88115745
"MT","MN",5179528.3279368
"MT","MO",593487.620909425
"MT","MT",27185509777.0575
"MT","NC",323720.52049605
"MT","ND",143893771.360494
"MT","NE",971161.56148815
"MT","NJ",2319997.06355503
"MT","NM",917208.141405475
"MT","NV",5179528.3279368
"MT","NY",4262320.18653133
"MT","OH",12355333.1989326
"MT","OK",863254.7213228
"MT","OR",7283711.71116113
"MT","PA",107906.84016535
"MT","SC",1780462.86272828
"MT","SD",9657662.19479883
"MT","TN",1348835.50206688
"MT","TX",15808352.0842238
"MT","UT",9441848.51446813
"MT","VA",1079068.4016535
"MT","VT",1079068.4016535
"MT","WA",37875300.8980379
"MT","WI",2104183.38322433
"MT","WY",54169233.7630057
"NC","AK",3235933.28443636
"NC","AL",35235717.9860848
"NC","AR",25288219.3709656
"NC","AZ",22831307.0624121
"NC","CA",85872081.4184685
"NC","CO",25348144.0614181
"NC","CT",24868746.5377979
"NC","DC",81078106.1822665
"NC","DE",5812694.97389494
"NC","FL",181751586.142509
"NC","GA",412461644.384731
"NC","HI",779020.975882827
"NC","IA",15820118.2794666
"NC","ID",3595481.42715151
"NC","IL",67834749.5922585
"NC","IN",30981064.9639555
"NC","KS",9168477.63923635
"NC","KY",24868746.5377979
"NC","LA",19235825.6352606
"NC","MA",55729962.1208484
"NC","MD",87669822.1320443
"NC","ME",3355782.66534141
"NC","MI",29722646.4644525
"NC","MN",23969876.1810101
"NC","MO",59265518.8575474
"NC","MS",21213340.4201939
"NC","MT",1977514.78493333
"NC","NC",281873639101.207
"NC","ND",7370736.92566059
"NC","NE",16838838.0171596
"NC","NH",4674125.85529696
"NC","NJ",75205486.5179191
"NC","NM",419472.833167676
"NC","NV",6232167.80706262
"NC","NY",144538353.371491
"NC","OH",93662291.1772968
"NC","OK",6471866.56887272
"NC","OR",3955029.56986666
"NC","PA",122306293.213604
"NC","RI",3955029.56986666
"NC","SC",3154795253.56364
"NC","TN",180792791.095268
"NC","TX",126740720.307091
"NC","UT",9767724.5437616
"NC","VA",2034802789.00594
"NC","VT",3176008.59398383
"NC","WA",12344486.2332202
"NC","WI",23430553.9669373
"NC","WV",21033566.3488363
"ND","AK",2951154.43048524
"ND","AR",240910.565753897
"ND","AZ",662504.055823217
"ND","CA",1505691.03596186
"ND","CO",602276.414384742
"ND","FL",2951154.43048524
"ND","GA",1023869.90445406
"ND","IA",782959.338700165
"ND","ID",1023869.90445406
"ND","IL",3734113.7691854
"ND","IN",782959.338700165
"ND","KS",2770471.50616982
"ND","LA",1023869.90445406
"ND","MA",1023869.90445406
"ND","MD",240910.565753897
"ND","MI",481821.131507794
"ND","MN",645700543.861882
"ND","MO",542048.772946268
"ND","MT",48603706.6408487
"ND","NC",120455.282876948
"ND","ND",23372058991.8972
"ND","NE",1626146.3188388
"ND","NJ",481821.131507794
"ND","NM",1806829.24315423
"ND","NV",481821.131507794
"ND","NY",1144325.18733101
"ND","OH",662504.055823217
"ND","OK",2650016.22329287
"ND","OR",180682.924315423
"ND","PA",2409105.65753897
"ND","SC",782959.338700165
"ND","SD",39388877.5007621
"ND","TN",4577300.74932404
"ND","TX",5781853.57809353
"ND","UT",5962536.50240895
"ND","WI",542048.772946268
"ND","WY",421593.49006932
"NE","AK",5035055.51441619
"NE","AR",6833289.62670768
"NE","AZ",9278888.01942412
"NE","CA",12227991.9635822
"NE","CO",46754086.9195789
"NE","DC",791223.009408258
"NE","FL",3668397.58907465
"NE","GA",6761360.26221602
"NE","IA",1199206364.80495
"NE","ID",71929.3644916598
"NE","IL",40064656.0218545
"NE","IN",2229810.29924145
"NE","KS",128106198.159646
"NE","KY",2085951.57025813
"NE","LA",4315761.86949959
"NE","MA",3740326.95356631
"NE","MD",8271876.91654088
"NE","ME",1150869.83186656
"NE","MI",1798234.1122915
"NE","MN",20356010.1511397
"NE","MO",42366395.6855876
"NE","MS",1870163.47678316
"NE","MT",503505.551441619
"NE","NC",4171903.14051627
"NE","ND",8415735.6455242
"NE","NE",69110812344.0541
"NE","NJ",2517527.75720809
"NE","NM",14242014.1693486
"NE","NV",2229810.29924145
"NE","NY",2301739.66373311
"NE","OH",3452609.49559967
"NE","OK",5178914.24339951
"NE","OR",4819267.42094121
"NE","PA",2805245.21517473
"NE","SC",2733315.85068307
"NE","SD",225210840.223387
"NE","TN",5035055.51441619
"NE","TX",18845493.4968149
"NE","UT",7984159.45857424
"NE","VA",6905218.99119934
"NE","WA",4315761.86949959
"NE","WI",4603479.32746623
"NE","WV",1366657.92534154
"NE","WY",36396258.4327799
"NH","AL",3017565.92707852
"NH","AR",3713927.29486587
"NH","AZ",3946047.75079499
"NH","CA",23444166.0488408
"NH","CO",3404433.35362705
"NH","CT",36442911.5808714
"NH","DC",1392722.7355747
"NH","FL",22515684.2251243
"NH","GA",16325805.4003479
"NH","IL",5803011.39822792
"NH","IN",1315349.250265
"NH","KY",3713927.29486587
"NH","LA",1547469.70619411
"NH","MA",6410780125.33566
"NH","MD",7582601.56035115
"NH","ME",635700555.304542
"NH","MI",10600167.4874297
"NH","MN",3636553.80955617
"NH","MO",3404433.35362705
"NH","MT",232120.455929117
"NH","NC",3172312.89769793
"NH","NE",541614.39716794
"NH","NH",47213997097.3502
"NH","NJ",41162694.1847634
"NH","NV",1237975.76495529
"NH","NY",87509411.8852771
"NH","OH",3713927.29486587
"NH","OK",1934337.13274264
"NH","OR",1005855.30902617
"NH","PA",26074864.5493708
"NH","RI",33966960.0509608
"NH","SC",7427854.58973174
"NH","TN",1315349.250265
"NH","TX",11915516.7376947
"NH","UT",1470096.22088441
"NH","VA",11219155.3699073
"NH","VT",693343801.860272
"NH","WA",3172312.89769793
"NH","WI",696361.367787351
"NH","WY",1547469.70619411
"NJ","AL",2797538.46609678
"NJ","AR",5234104.22689075
"NJ","AZ",12453558.332947
"NJ","CA",129137985.32208
"NJ","CO",6046292.81382208
"NJ","CT",279122144.375398
"NJ","DC",53153230.8558389
"NJ","DE",821303147.74022
"NJ","FL",107299136.65126
"NJ","GA",44219156.3995943
"NJ","HI",2617052.11344538
"NJ","IA",2075593.05549116
"NJ","ID",902431.763257026
"NJ","IL",64884843.7781802
"NJ","IN",10287722.1011301
"NJ","KS",3790213.40567951
"NJ","KY",14890124.0937409
"NJ","LA",22109578.1997971
"NJ","MA",138703762.012605
"NJ","MD",220554322.940017
"NJ","ME",10287722.1011301
"NJ","MI",24907116.6658939
"NJ","MN",30141220.8927847
"NJ","MO",12814531.0382498
"NJ","MS",2978024.81874819
"NJ","NC",69757975.2997681
"NJ","ND",721945.410605621
"NJ","NE",5234104.22689075
"NJ","NH",8031642.69298754
"NJ","NJ",337614522515.371
"NJ","NM",1985349.87916546
"NJ","NV",7219454.10605621
"NJ","NY",39392409870.6378
"NJ","OH",40519186.1702405
"NJ","OK",1534133.99753694
"NJ","OR",4421915.63995943
"NJ","PA",11285540901.7634
"NJ","RI",27163196.0740365
"NJ","SC",11821856.098667
"NJ","SD",1263404.46855984
"NJ","TN",49453260.626485
"NJ","TX",90243176.3257027
"NJ","UT",2346322.58446827
"NJ","VA",132386739.669806
"NJ","VT",13446233.2725297
"NJ","WA",15702312.6806723
"NJ","WI",8753588.10359316
"NJ","WV",8573101.75094175
"NM","AK",25882155.0431704
"NM","AL",370406.512245731
"NM","AR",1111219.53673719
"NM","AZ",151635165.950596
"NM","CA",22085488.2926517
"NM","CO",125151100.325026
"NM","DC",4861585.47322521
"NM","DE",231504.070153582
"NM","FL",2315040.70153582
"NM","GA",13936545.0232456
"NM","HI",601910.582399312
"NM","IA",833414.652552894
"NM","ID",601910.582399312
"NM","IL",4074471.63470304
"NM","IN",2083536.63138223
"NM","KS",1342723.60689077
"NM","KY",1435325.23495221
"NM","LA",3379959.42424229
"NM","MA",1018617.90867576
"NM","MI",2037235.81735152
"NM","MN",1296422.79286006
"NM","MO",2315040.70153582
"NM","MS",740813.024491461
"NM","MT",1342723.60689077
"NM","NC",2500243.95765868
"NM","ND",9352764.4342047
"NM","NE",2778048.84184298
"NM","NH",231504.070153582
"NM","NJ",3796666.75051874
"NM","NM",39521911848.4791
"NM","NV",8195244.08343679
"NM","NY",6204309.08011599
"NM","OH",4954187.10128665
"NM","OK",5695000.12577811
"NM","OR",6019105.82399312
"NM","PA",13334634.4408463
"NM","SC",1620528.49107507
"NM","SD",185203.256122865
"NM","TX",1038897665.22121
"NM","UT",9908374.20257329
"NM","VA",2176138.25944367
"NM","WA",2083536.63138223
"NM","WI",972317.094645043
"NM","WY",7917439.19925249
"NV","AK",18953949.0307376
"NV","AL",826651.982648991
"NV","AR",3897073.6324881
"NV","AZ",82429011.9841422
"NV","CA",967005679.988751
"NV","CO",22201510.3911443
"NV","DC",944745.123027418
"NV","DE",2893281.93927147
"NV","FL",15765434.24052
"NV","GA",18776809.3201699
"NV","HI",21020578.98736
"NV","IA",295232.850946068
"NV","ID",7321774.70346249
"NV","IL",15765434.24052
"NV","IN",354279.421135282
"NV","KS",3838027.06229889
"NV","KY",3778980.49210967
"NV","LA",6554169.29100271
"NV","MA",2361862.80756854
"NV","MD",2007583.38643326
"NV","ME",354279.421135282
"NV","MI",10628382.6340585
"NV","MN",10037916.9321663
"NV","MO",11159801.7657614
"NV","MS",1771397.10567641
"NV","MT",649512.27208135
"NV","NC",7203681.56308406
"NV","ND",9447451.23027418
"NV","NE",5137051.60646158
"NV","NJ",7203681.56308406
"NV","NM",18127297.0480886
"NV","NV",81240522619.3737
"NV","NY",18835855.8903591
"NV","OH",13580711.1435191
"NV","OK",3719933.92192046
"NV","OR",14348316.5559789
"NV","PA",9978870.3619771
"NV","RI",767605.412459777
"NV","SC",2007583.38643326
"NV","SD",1062838.26340585
"NV","TN",5727517.30835372
"NV","TX",49776258.6695071
"NV","UT",90341252.3894968
"NV","VA",16296853.372223
"NV","VT",1062838.26340585
"NV","WA",15115921.9684387
"NV","WI",3070421.64983911
"NV","WV",3306607.93059596
"NV","WY",13108338.5820054
"NY","AK",4711025.57194547
"NY","AL",8552323.34599332
"NY","AR",4566070.93896253
"NY","AZ",15075281.8302255
"NY","CA",202429144.960672
"NY","CO",19423920.8197136
"NY","CT",2664483586.17587
"NY","DC",67113995.0711001
"NY","DE",31020291.4583486
"NY","FL",188296068.244836
"NY","GA",88784712.7020493
"NY","HI",2826615.34316728
"NY","IA",5073412.15440281
"NY","ID",7030299.69967247
"NY","IL",127922463.607442
"NY","IN",36890954.0941576
"NY","KS",3116524.60913316
"NY","KY",28773494.6471131
"NY","LA",10726642.8407374
"NY","MA",469870442.814192
"NY","MD",127922463.607442
"NY","ME",23047786.6442871
"NY","MI",55155237.8500077
"NY","MN",36963431.4106491
"NY","MO",18916579.6042734
"NY","MS",8479846.02950185
"NY","MT",11668847.9551265
"NY","NC",70085565.0472503
"NY","ND",3406433.87509903
"NY","NE",8479846.02950185
"NY","NH",43051525.9959325
"NY","NJ",8184500964.79911
"NY","NM",5580753.3698431
"NY","NV",9711960.40985682
"NY","NY",653022216089.097
"NY","OH",120457300.008821
"NY","OK",6305526.53475778
"NY","OR",21598240.3144577
"NY","PA",1189787627.52395
"NY","RI",38050591.1580211
"NY","SC",46168050.6050656
"NY","SD",1232114.38035497
"NY","TN",21380808.3649833
"NY","TX",130894033.583593
"NY","UT",7610118.23160422
"NY","VA",119877481.476889
"NY","VT",472044762.308936
"NY","WA",24279901.024642
"NY","WI",31600109.9902804
"NY","WV",5145889.47089428
"NY","WY",4711025.57194547
"OH","AK",1943348.71507447
"OH","AL",21432360.1148213
"OH","AR",6718434.12925744
"OH","AZ",16657274.7006383
"OH","CA",54469288.2710872
"OH","CO",21487884.3638234
"OH","CT",7384725.11728298
"OH","DC",10605131.5594064
"OH","DE",499718.241019149
"OH","FL",67906156.5296021
"OH","GA",43364438.4706617
"OH","HI",2887260.94811064
"OH","IA",9716743.57537234
"OH","ID",2276494.20908723
"OH","IL",123763551.025743
"OH","IN",859737471.548944
"OH","KS",5163755.15719787
"OH","KY",2326577081.68715
"OH","LA",5774521.89622127
"OH","MA",35757616.3573702
"OH","MD",27428979.0070511
"OH","ME",5163755.15719787
"OH","MI",714208414.914368
"OH","MN",21487884.3638234
"OH","MO",26096397.031
"OH","MS",4219842.9241617
"OH","MT",1166009.22904468
"OH","NC",37423343.827434
"OH","ND",4330891.42216596
"OH","NE",12937150.0174957
"OH","NH",4441939.92017021
"OH","NJ",38422780.3094723
"OH","NM",2831736.69910851
"OH","NV",3386979.18912979
"OH","NY",77012133.365951
"OH","OH",296934466638.044
"OH","OK",12770577.2704894
"OH","OR",4053270.17715532
"OH","PA",1180056864.04222
"OH","RI",3609076.1851383
"OH","SC",30704909.6981766
"OH","SD",1277057.72704894
"OH","TN",52026221.3149936
"OH","TX",94002553.5606021
"OH","UT",13936586.499534
"OH","VA",54025094.2790702
"OH","VT",7107103.87227234
"OH","WA",21376835.8658191
"OH","WI",36701528.5904064
"OH","WV",2079882843.3707
"OH","WY",2165445.71108298
"OK","AK",1663286.83871247
"OK","AL",3690417.6733933
"OK","AR",733977295.295588
"OK","AZ",6809080.49597918
"OK","CA",24897324.8669773
"OK","CO",19127798.6451934
"OK","DC",883621.133066001
"OK","DE",1455375.98387341
"OK","FL",21362840.3347133
"OK","GA",10239609.6008237
"OK","HI",2702841.11290777
"OK","IA",8004567.91130377
"OK","IL",16632868.3871247
"OK","IN",9511921.60888695
"OK","KS",280055921.468212
"OK","KY",3950306.24194212
"OK","LA",20895040.9113254
"OK","MA",5249749.08468624
"OK","MD",5821503.93549365
"OK","MI",22870194.0322965
"OK","MN",10343565.0282432
"OK","MO",160455202.222044
"OK","MS",4833927.37500812
"OK","MT",1299442.84274412
"OK","NC",8836211.33066001
"OK","ND",8056545.62501354
"OK","NE",20531196.9153571
"OK","NJ",4522061.09274953
"OK","NM",20687130.0564864
"OK","NV",2287019.40322965
"OK","NY",5509637.65323506
"OK","OH",11383119.3024385
"OK","OK",89566436933.2553
"OK","OR",6029414.79033271
"OK","PA",9252033.04033813
"OK","SC",2702841.11290777
"OK","SD",2027130.83468083
"OK","TN",13670138.7056681
"OK","TX",665938468.049506
"OK","UT",7796657.05646471
"OK","VA",14709692.9798634
"OK","WA",14969581.5484123
"OK","WI",8264456.4798526
"OK","WV",7952590.19759401
"OK","WY",7432813.06049636
"OR","AK",29263787.4279032
"OR","AL",6977740.0679672
"OR","AR",3773675.75104348
"OR","AZ",22357248.789201
"OR","CA",340770040.462153
"OR","CO",18654774.4674225
"OR","DC",12816257.2676948
"OR","FL",37665556.0811699
"OR","GA",34390290.3349812
"OR","HI",2776855.74133388
"OR","IA",4200884.32663331
"OR","ID",174087494.552855
"OR","IL",21146824.4916965
"OR","IN",2848057.17059886
"OR","KS",1993640.0194192
"OR","KY",7048941.49723217
"OR","LA",2848057.17059886
"OR","MA",2919258.59986383
"OR","MD",7476150.07282199
"OR","MI",8188164.36547171
"OR","MN",11463430.1116604
"OR","MO",8045761.50694177
"OR","MT",10609012.9604807
"OR","NC",4841697.19001805
"OR","ND",5126502.90707794
"OR","NE",7476150.07282199
"OR","NH",3275265.74618868
"OR","NJ",2492050.024274
"OR","NM",2634452.88280394
"OR","NV",25703715.9646547
"OR","NY",8330567.22400165
"OR","OH",22642054.5062609
"OR","OK",3773675.75104348
"OR","OR",137772202376.266
"OR","PA",2278445.73647908
"OR","RI",5980920.0582576
"OR","SC",1068021.43897457
"OR","SD",640812.863384742
"OR","TN",3061661.45839377
"OR","TX",35387110.3446908
"OR","UT",16732335.8772683
"OR","VA",5624912.91193274
"OR","WA",1954479233.32346
"OR","WI",9113782.94591634
"PA","AK",5858137.83186028
"PA","AL",14226906.1630892
"PA","AR",13599248.5382471
"PA","AZ",18341550.5926102
"PA","CA",108584769.097696
"PA","CO",28244593.1178978
"PA","CT",55652309.4026726
"PA","DC",129646169.397955
"PA","DE",2306781250.76717
"PA","FL",113466550.624246
"PA","GA",83199505.1596346
"PA","HI",1534274.19405864
"PA","IA",14575604.8435571
"PA","ID",627657.624842172
"PA","IL",87732588.005717
"PA","IN",63881598.2617144
"PA","KS",11018878.3027848
"PA","KY",22874633.4386925
"PA","LA",21549578.4529146
"PA","MA",108933467.778164
"PA","MD",4059898736.68745
"PA","ME",10809659.0945041
"PA","MI",44214992.6833264
"PA","MN",39612170.1011504
"PA","MO",28523552.0622721
"PA","MS",7322672.28982534
"PA","MT",1046096.04140362
"PA","NC",67438324.8024867
"PA","ND",4951521.2626438
"PA","NE",7531891.49810607
"PA","NH",7880590.17857394
"PA","NJ",8444993862.77924
"PA","NM",6206836.51232815
"PA","NV",10321480.9418491
"PA","NY",3126850807.49152
"PA","OH",850406341.92505
"PA","OK",4951521.2626438
"PA","OR",4602822.58217593
"PA","PA",402995388880.359
"PA","RI",10739919.3584105
"PA","SC",45261088.72473
"PA","SD",4323863.63780163
"PA","TN",39821389.3094312
"PA","TX",102238453.113181
"PA","UT",14296645.8991828
"PA","VA",292558192.912546
"PA","VT",8229288.85904182
"PA","WA",37171279.3378753
"PA","WI",39612170.1011504
"PA","WV",802564882.964858
"PA","WY",3626466.27686589
"RI","AL",1826283.09309812
"RI","AZ",1826283.09309812
"RI","CA",12713739.99426
"RI","CO",1545316.46339071
"RI","CT",663011004.452043
"RI","DC",3090632.92678143
"RI","FL",16436547.837883
"RI","GA",2388216.35251292
"RI","IA",1053624.86140276
"RI","IL",5057399.33473324
"RI","IN",2317974.69508607
"RI","KS",1685799.77824441
"RI","LA",1826283.09309812
"RI","MA",4878564074.92448
"RI","MD",8148032.26151467
"RI","ME",11379148.5031498
"RI","MI",632174.916841655
"RI","MN",1404833.14853701
"RI","MO",2950149.61192772
"RI","MS",6111024.196136
"RI","NC",2528699.66736662
"RI","NH",16155581.2081756
"RI","NJ",23741680.2102755
"RI","NM",351208.287134253
"RI","NY",76844373.2249745
"RI","OH",3722807.84362308
"RI","OK",2950149.61192772
"RI","PA",3863291.15847678
"RI","RI",31004386621.5821
"RI","SC",772658.231695357
"RI","TN",4074016.13075733
"RI","TX",8077790.60408782
"RI","VA",3301357.89906198
"RI","VT",4706191.04759899
"RI","WA",11941081.7625646
"RI","WI",4916916.01987954
"SC","AK",1258199.3572969
"SC","AL",31855320.0915624
"SC","AR",2859543.99385659
"SC","AZ",5318751.82857325
"SC","CA",56618971.0783604
"SC","CO",14011765.5698973
"SC","CT",19902426.1972419
"SC","DC",29567684.8964771
"SC","DE",2745162.23410232
"SC","FL",80067231.8279845
"SC","GA",1614441348.05155
"SC","HI",1372581.11705116
"SC","IA",7206050.8645186
"SC","IL",38089125.9981698
"SC","IN",9894022.2187438
"SC","KS",2802353.11397946
"SC","KY",17957936.2814194
"SC","LA",11037839.8162864
"SC","MA",20760289.3953988
"SC","MD",38661034.7969411
"SC","ME",400336.159139922
"SC","MI",21618152.5935558
"SC","MN",6290996.78648449
"SC","MO",21961297.8728186
"SC","MS",2630780.47434806
"SC","NC",4470096362.0765
"SC","ND",1086626.7176655
"SC","NE",2573589.59447093
"SC","NH",3317071.03287364
"SC","NJ",29510494.0166
"SC","NM",2573589.59447093
"SC","NY",59364133.3124628
"SC","OH",52215273.3278213
"SC","OK",1944489.91582248
"SC","OR",2859543.99385659
"SC","PA",39461707.1152209
"SC","RI",1830108.15606822
"SC","SC",124708373788.398
"SC","TN",67084902.0958756
"SC","TX",62109295.5465651
"SC","UT",14698056.1284229
"SC","VA",97910786.3496496
"SC","VT",1658535.51643682
"SC","WA",11152221.5760407
"SC","WI",17671981.8820337
"SC","WV",20874671.1551531
"SD","AK",1125711.56101344
"SD","AR",125079.062334826
"SD","AZ",1813646.40385498
"SD","CA",3814911.4012122
"SD","CO",1751106.87268757
"SD","FL",3502213.74537513
"SD","HI",1250790.62334826
