"hh","state","n","year","sname"
"hh5","31",43,2002,"nebraska"
"hh5","32",65,2002,"nevada"
"hh5","33",111,2002,"new hampshire"
"hh5","34",182,2002,"new jersey"
"hh5","35",30,2002,"new mexico"
"hh5","36",248,2002,"new york"
"hh5","37",66,2002,"north carolina"
"hh5","38",28,2002,"north dakota"
"hh5","39",124,2002,"ohio"
"hh5","40",28,2002,"oklahoma"
"hh5","41",47,2002,"oregon"
"hh5","42",180,2002,"pennsylvania"
"hh5","44",69,2002,"rhode island"
"hh5","45",31,2002,"south carolina"
"hh5","46",25,2002,"south dakota"
"hh5","47",46,2002,"tennessee"
"hh5","48",179,2002,"texas"
"hh5","49",41,2002,"utah"
"hh5","50",47,2002,"vermont"
"hh5","51",105,2002,"virginia"
"hh5","53",74,2002,"washington"
"hh5","54",27,2002,"west virginia"
"hh5","55",67,2002,"wisconsin"
"hh5","56",23,2002,"wyoming"
"hh1","0",21429,2003,"united states"
"hh2","0",20557,2003,"united states"
"hh3","0",14375,2003,"united states"
"hh4","0",16431,2003,"united states"
"hh5","0",4352,2003,"united states"
"hh1","1",413,2003,"alabama"
"hh1","2",212,2003,"alaska"
"hh1","4",313,2003,"arizona"
"hh1","5",346,2003,"arkansas"
"hh1","6",1434,2003,"california"
"hh1","8",340,2003,"colorado"
"hh1","9",327,2003,"connecticut"
"hh1","10",212,2003,"delaware"
"hh1","11",347,2003,"district of columbia"
"hh1","12",1052,2003,"florida"
"hh1","13",314,2003,"georgia"
"hh1","15",241,2003,"hawaii"
"hh1","16",239,2003,"idaho"
"hh1","17",707,2003,"illinois"
"hh1","18",376,2003,"indiana"
"hh1","19",342,2003,"iowa"
"hh1","20",369,2003,"kansas"
"hh1","21",341,2003,"kentucky"
"hh1","22",342,2003,"louisiana"
"hh1","23",377,2003,"maine"
"hh1","24",270,2003,"maryland"
"hh1","25",358,2003,"massachusetts"
"hh1","26",546,2003,"michigan"
"hh1","27",282,2003,"minnesota"
"hh1","28",312,2003,"mississippi"
"hh1","29",316,2003,"missouri"
"hh1","30",296,2003,"montana"
"hh1","31",306,2003,"nebraska"
"hh1","32",393,2003,"nevada"
"hh1","33",224,2003,"new hampshire"
"hh1","34",434,2003,"new jersey"
"hh1","35",356,2003,"new mexico"
"hh1","36",1145,2003,"new york"
"hh1","37",563,2003,"north carolina"
"hh1","38",304,2003,"north dakota"
"hh1","39",594,2003,"ohio"
"hh1","40",334,2003,"oklahoma"
"hh1","41",316,2003,"oregon"
"hh1","42",728,2003,"pennsylvania"
"hh1","44",367,2003,"rhode island"
"hh1","45",361,2003,"south carolina"
"hh1","46",324,2003,"south dakota"
"hh1","47",306,2003,"tennessee"
"hh1","48",1192,2003,"texas"
"hh1","49",200,2003,"utah"
"hh1","50",299,2003,"vermont"
"hh1","51",315,2003,"virginia"
"hh1","53",343,2003,"washington"
"hh1","54",418,2003,"west virginia"
"hh1","55",333,2003,"wisconsin"
"hh1","56",250,2003,"wyoming"
"hh2","1",294,2003,"alabama"
"hh2","2",285,2003,"alaska"
"hh2","4",306,2003,"arizona"
"hh2","5",297,2003,"arkansas"
"hh2","6",1345,2003,"california"
"hh2","8",456,2003,"colorado"
"hh2","9",290,2003,"connecticut"
"hh2","10",288,2003,"delaware"
"hh2","11",245,2003,"district of columbia"
"hh2","12",1017,2003,"florida"
"hh2","13",321,2003,"georgia"
"hh2","15",254,2003,"hawaii"
"hh2","16",292,2003,"idaho"
"hh2","17",696,2003,"illinois"
"hh2","18",428,2003,"indiana"
"hh2","19",348,2003,"iowa"
"hh2","20",374,2003,"kansas"
"hh2","21",312,2003,"kentucky"
"hh2","22",277,2003,"louisiana"
"hh2","23",360,2003,"maine"
"hh2","24",300,2003,"maryland"
"hh2","25",297,2003,"massachusetts"
"hh2","26",537,2003,"michigan"
"hh2","27",346,2003,"minnesota"
"hh2","28",245,2003,"mississippi"
"hh2","29",308,2003,"missouri"
"hh2","30",248,2003,"montana"
"hh2","31",326,2003,"nebraska"
"hh2","32",402,2003,"nevada"
"hh2","33",271,2003,"new hampshire"
"hh2","34",418,2003,"new jersey"
"hh2","35",296,2003,"new mexico"
"hh2","36",865,2003,"new york"
"hh2","37",454,2003,"north carolina"
"hh2","38",307,2003,"north dakota"
"hh2","39",626,2003,"ohio"
"hh2","40",314,2003,"oklahoma"
"hh2","41",342,2003,"oregon"
"hh2","42",700,2003,"pennsylvania"
"hh2","44",360,2003,"rhode island"
"hh2","45",284,2003,"south carolina"
"hh2","46",322,2003,"south dakota"
"hh2","47",275,2003,"tennessee"
"hh2","48",978,2003,"texas"
"hh2","49",259,2003,"utah"
"hh2","50",301,2003,"vermont"
"hh2","51",308,2003,"virginia"
"hh2","53",338,2003,"washington"
"hh2","54",326,2003,"west virginia"
"hh2","55",397,2003,"wisconsin"
"hh2","56",322,2003,"wyoming"
"hh3","1",191,2003,"alabama"
"hh3","2",233,2003,"alaska"
"hh3","4",204,2003,"arizona"
"hh3","5",141,2003,"arkansas"
"hh3","6",928,2003,"california"
"hh3","8",311,2003,"colorado"
"hh3","9",253,2003,"connecticut"
"hh3","10",205,2003,"delaware"
"hh3","11",136,2003,"district of columbia"
"hh3","12",587,2003,"florida"
"hh3","13",227,2003,"georgia"
"hh3","15",209,2003,"hawaii"
"hh3","16",203,2003,"idaho"
"hh3","17",499,2003,"illinois"
"hh3","18",252,2003,"indiana"
"hh3","19",280,2003,"iowa"
"hh3","20",270,2003,"kansas"
"hh3","21",165,2003,"kentucky"
"hh3","22",133,2003,"louisiana"
"hh3","23",256,2003,"maine"
"hh3","24",244,2003,"maryland"
"hh3","25",249,2003,"massachusetts"
"hh3","26",416,2003,"michigan"
"hh3","27",289,2003,"minnesota"
"hh3","28",127,2003,"mississippi"
"hh3","29",244,2003,"missouri"
"hh3","30",163,2003,"montana"
"hh3","31",244,2003,"nebraska"
"hh3","32",294,2003,"nevada"
"hh3","33",265,2003,"new hampshire"
"hh3","34",334,2003,"new jersey"
"hh3","35",152,2003,"new mexico"
"hh3","36",646,2003,"new york"
"hh3","37",289,2003,"north carolina"
"hh3","38",234,2003,"north dakota"
"hh3","39",457,2003,"ohio"
"hh3","40",163,2003,"oklahoma"
"hh3","41",235,2003,"oregon"
"hh3","42",510,2003,"pennsylvania"
"hh3","44",254,2003,"rhode island"
"hh3","45",163,2003,"south carolina"
"hh3","46",233,2003,"south dakota"
"hh3","47",155,2003,"tennessee"
"hh3","48",564,2003,"texas"
"hh3","49",235,2003,"utah"
"hh3","50",223,2003,"vermont"
"hh3","51",269,2003,"virginia"
"hh3","53",278,2003,"washington"
"hh3","54",191,2003,"west virginia"
"hh3","55",322,2003,"wisconsin"
"hh3","56",250,2003,"wyoming"
"hh4","1",207,2003,"alabama"
"hh4","2",283,2003,"alaska"
"hh4","4",199,2003,"arizona"
"hh4","5",115,2003,"arkansas"
"hh4","6",1278,2003,"california"
"hh4","8",417,2003,"colorado"
"hh4","9",425,2003,"connecticut"
"hh4","10",246,2003,"delaware"
"hh4","11",188,2003,"district of columbia"
"hh4","12",602,2003,"florida"
"hh4","13",199,2003,"georgia"
"hh4","15",295,2003,"hawaii"
"hh4","16",140,2003,"idaho"
"hh4","17",660,2003,"illinois"
"hh4","18",311,2003,"indiana"
"hh4","19",278,2003,"iowa"
"hh4","20",270,2003,"kansas"
"hh4","21",200,2003,"kentucky"
"hh4","22",141,2003,"louisiana"
"hh4","23",214,2003,"maine"
"hh4","24",297,2003,"maryland"
"hh4","25",360,2003,"massachusetts"
"hh4","26",515,2003,"michigan"
"hh4","27",385,2003,"minnesota"
"hh4","28",131,2003,"mississippi"
"hh4","29",246,2003,"missouri"
"hh4","30",97,2003,"montana"
"hh4","31",271,2003,"nebraska"
"hh4","32",314,2003,"nevada"
"hh4","33",363,2003,"new hampshire"
"hh4","34",550,2003,"new jersey"
"hh4","35",139,2003,"new mexico"
"hh4","36",805,2003,"new york"
"hh4","37",269,2003,"north carolina"
"hh4","38",173,2003,"north dakota"
"hh4","39",525,2003,"ohio"
"hh4","40",136,2003,"oklahoma"
"hh4","41",232,2003,"oregon"
"hh4","42",618,2003,"pennsylvania"
"hh4","44",313,2003,"rhode island"
"hh4","45",206,2003,"south carolina"
"hh4","46",196,2003,"south dakota"
"hh4","47",168,2003,"tennessee"
"hh4","48",619,2003,"texas"
"hh4","49",215,2003,"utah"
"hh4","50",254,2003,"vermont"
"hh4","51",363,2003,"virginia"
"hh4","53",330,2003,"washington"
"hh4","54",130,2003,"west virginia"
"hh4","55",344,2003,"wisconsin"
"hh4","56",199,2003,"wyoming"
"hh5","1",42,2003,"alabama"
"hh5","2",56,2003,"alaska"
"hh5","4",65,2003,"arizona"
"hh5","5",31,2003,"arkansas"
"hh5","6",404,2003,"california"
"hh5","8",112,2003,"colorado"
"hh5","9",143,2003,"connecticut"
"hh5","10",57,2003,"delaware"
"hh5","11",83,2003,"district of columbia"
"hh5","12",183,2003,"florida"
"hh5","13",50,2003,"georgia"
"hh5","15",81,2003,"hawaii"
"hh5","16",29,2003,"idaho"
"hh5","17",185,2003,"illinois"
"hh5","18",69,2003,"indiana"
"hh5","19",44,2003,"iowa"
"hh5","20",63,2003,"kansas"
"hh5","21",31,2003,"kentucky"
"hh5","22",24,2003,"louisiana"
"hh5","23",42,2003,"maine"
"hh5","24",128,2003,"maryland"
"hh5","25",145,2003,"massachusetts"
"hh5","26",107,2003,"michigan"
"hh5","27",118,2003,"minnesota"
"hh5","28",24,2003,"mississippi"
"hh5","29",53,2003,"missouri"
"hh5","30",20,2003,"montana"
"hh5","31",57,2003,"nebraska"
"hh5","32",83,2003,"nevada"
"hh5","33",116,2003,"new hampshire"
"hh5","34",211,2003,"new jersey"
"hh5","35",43,2003,"new mexico"
"hh5","36",256,2003,"new york"
"hh5","37",69,2003,"north carolina"
"hh5","38",21,2003,"north dakota"
"hh5","39",97,2003,"ohio"
"hh5","40",28,2003,"oklahoma"
"hh5","41",35,2003,"oregon"
"hh5","42",175,2003,"pennsylvania"
"hh5","44",93,2003,"rhode island"
"hh5","45",38,2003,"south carolina"
"hh5","46",37,2003,"south dakota"
"hh5","47",25,2003,"tennessee"
"hh5","48",183,2003,"texas"
"hh5","49",54,2003,"utah"
"hh5","50",60,2003,"vermont"
"hh5","51",98,2003,"virginia"
"hh5","53",71,2003,"washington"
"hh5","54",21,2003,"west virginia"
"hh5","55",60,2003,"wisconsin"
"hh5","56",32,2003,"wyoming"
"hh1","0",20784,2004,"united states"
"hh2","0",20064,2004,"united states"
"hh3","0",14274,2004,"united states"
"hh4","0",16811,2004,"united states"
"hh5","0",4510,2004,"united states"
"hh1","1",408,2004,"alabama"
"hh1","2",198,2004,"alaska"
"hh1","4",297,2004,"arizona"
"hh1","5",313,2004,"arkansas"
"hh1","6",1480,2004,"california"
"hh1","8",324,2004,"colorado"
"hh1","9",363,2004,"connecticut"
"hh1","10",227,2004,"delaware"
"hh1","11",405,2004,"district of columbia"
"hh1","12",1002,2004,"florida"
"hh1","13",437,2004,"georgia"
"hh1","15",230,2004,"hawaii"
"hh1","16",192,2004,"idaho"
"hh1","17",692,2004,"illinois"
"hh1","18",355,2004,"indiana"
"hh1","19",319,2004,"iowa"
"hh1","20",346,2004,"kansas"
"hh1","21",396,2004,"kentucky"
"hh1","22",290,2004,"louisiana"
"hh1","23",385,2004,"maine"
"hh1","24",308,2004,"maryland"
"hh1","25",320,2004,"massachusetts"
"hh1","26",573,2004,"michigan"
"hh1","27",274,2004,"minnesota"
"hh1","28",279,2004,"mississippi"
"hh1","29",353,2004,"missouri"
"hh1","30",277,2004,"montana"
"hh1","31",310,2004,"nebraska"
"hh1","32",281,2004,"nevada"
"hh1","33",222,2004,"new hampshire"
"hh1","34",367,2004,"new jersey"
"hh1","35",312,2004,"new mexico"
"hh1","36",1044,2004,"new york"
"hh1","37",523,2004,"north carolina"
"hh1","38",265,2004,"north dakota"
"hh1","39",612,2004,"ohio"
"hh1","40",280,2004,"oklahoma"
"hh1","41",304,2004,"oregon"
"hh1","42",675,2004,"pennsylvania"
"hh1","44",357,2004,"rhode island"
"hh1","45",336,2004,"south carolina"
"hh1","46",344,2004,"south dakota"
"hh1","47",315,2004,"tennessee"
"hh1","48",1169,2004,"texas"
"hh1","49",170,2004,"utah"
"hh1","50",248,2004,"vermont"
"hh1","51",352,2004,"virginia"
"hh1","53",327,2004,"washington"
"hh1","54",353,2004,"west virginia"
"hh1","55",359,2004,"wisconsin"
"hh1","56",216,2004,"wyoming"
"hh2","1",266,2004,"alabama"
"hh2","2",260,2004,"alaska"
"hh2","4",327,2004,"arizona"
"hh2","5",250,2004,"arkansas"
"hh2","6",1512,2004,"california"
"hh2","8",414,2004,"colorado"
"hh2","9",289,2004,"connecticut"
"hh2","10",315,2004,"delaware"
"hh2","11",266,2004,"district of columbia"
"hh2","12",947,2004,"florida"
"hh2","13",408,2004,"georgia"
"hh2","15",272,2004,"hawaii"
"hh2","16",281,2004,"idaho"
"hh2","17",653,2004,"illinois"
"hh2","18",397,2004,"indiana"
"hh2","19",347,2004,"iowa"
"hh2","20",320,2004,"kansas"
"hh2","21",308,2004,"kentucky"
"hh2","22",227,2004,"louisiana"
"hh2","23",355,2004,"maine"
"hh2","24",323,2004,"maryland"
"hh2","25",251,2004,"massachusetts"
"hh2","26",552,2004,"michigan"
"hh2","27",373,2004,"minnesota"
"hh2","28",201,2004,"mississippi"
"hh2","29",328,2004,"missouri"
"hh2","30",229,2004,"montana"
"hh2","31",305,2004,"nebraska"
"hh2","32",362,2004,"nevada"
"hh2","33",278,2004,"new hampshire"
"hh2","34",368,2004,"new jersey"
"hh2","35",261,2004,"new mexico"
"hh2","36",822,2004,"new york"
"hh2","37",463,2004,"north carolina"
"hh2","38",281,2004,"north dakota"
"hh2","39",608,2004,"ohio"
"hh2","40",274,2004,"oklahoma"
"hh2","41",300,2004,"oregon"
"hh2","42",610,2004,"pennsylvania"
"hh2","44",301,2004,"rhode island"
"hh2","45",280,2004,"south carolina"
"hh2","46",341,2004,"south dakota"
"hh2","47",321,2004,"tennessee"
"hh2","48",1051,2004,"texas"
"hh2","49",291,2004,"utah"
"hh2","50",258,2004,"vermont"
"hh2","51",374,2004,"virginia"
"hh2","53",330,2004,"washington"
"hh2","54",268,2004,"west virginia"
"hh2","55",379,2004,"wisconsin"
"hh2","56",267,2004,"wyoming"
"hh3","1",177,2004,"alabama"
"hh3","2",197,2004,"alaska"
"hh3","4",169,2004,"arizona"
"hh3","5",137,2004,"arkansas"
"hh3","6",1091,2004,"california"
"hh3","8",284,2004,"colorado"
"hh3","9",258,2004,"connecticut"
"hh3","10",204,2004,"delaware"
"hh3","11",166,2004,"district of columbia"
"hh3","12",570,2004,"florida"
"hh3","13",255,2004,"georgia"
"hh3","15",231,2004,"hawaii"
"hh3","16",182,2004,"idaho"
"hh3","17",487,2004,"illinois"
"hh3","18",264,2004,"indiana"
"hh3","19",267,2004,"iowa"
"hh3","20",232,2004,"kansas"
"hh3","21",198,2004,"kentucky"
"hh3","22",119,2004,"louisiana"
"hh3","23",266,2004,"maine"
"hh3","24",258,2004,"maryland"
"hh3","25",206,2004,"massachusetts"
"hh3","26",368,2004,"michigan"
"hh3","27",336,2004,"minnesota"
"hh3","28",126,2004,"mississippi"
"hh3","29",241,2004,"missouri"
"hh3","30",154,2004,"montana"
"hh3","31",224,2004,"nebraska"
"hh3","32",248,2004,"nevada"
"hh3","33",251,2004,"new hampshire"
"hh3","34",265,2004,"new jersey"
"hh3","35",179,2004,"new mexico"
"hh3","36",619,2004,"new york"
"hh3","37",294,2004,"north carolina"
"hh3","38",194,2004,"north dakota"
"hh3","39",438,2004,"ohio"
"hh3","40",163,2004,"oklahoma"
"hh3","41",199,2004,"oregon"
"hh3","42",491,2004,"pennsylvania"
"hh3","44",243,2004,"rhode island"
"hh3","45",179,2004,"south carolina"
"hh3","46",253,2004,"south dakota"
"hh3","47",194,2004,"tennessee"
"hh3","48",693,2004,"texas"
"hh3","49",240,2004,"utah"
"hh3","50",221,2004,"vermont"
"hh3","51",262,2004,"virginia"
"hh3","53",288,2004,"washington"
"hh3","54",167,2004,"west virginia"
"hh3","55",315,2004,"wisconsin"
"hh3","56",211,2004,"wyoming"
"hh4","1",184,2004,"alabama"
"hh4","2",297,2004,"alaska"
"hh4","4",210,2004,"arizona"
"hh4","5",148,2004,"arkansas"
"hh4","6",1317,2004,"california"
"hh4","8",408,2004,"colorado"
"hh4","9",448,2004,"connecticut"
"hh4","10",277,2004,"delaware"
"hh4","11",196,2004,"district of columbia"
"hh4","12",658,2004,"florida"
"hh4","13",270,2004,"georgia"
"hh4","15",320,2004,"hawaii"
"hh4","16",160,2004,"idaho"
"hh4","17",608,2004,"illinois"
"hh4","18",293,2004,"indiana"
"hh4","19",268,2004,"iowa"
"hh4","20",269,2004,"kansas"
"hh4","21",199,2004,"kentucky"
"hh4","22",139,2004,"louisiana"
"hh4","23",281,2004,"maine"
"hh4","24",425,2004,"maryland"
"hh4","25",364,2004,"massachusetts"
"hh4","26",467,2004,"michigan"
"hh4","27",450,2004,"minnesota"
"hh4","28",116,2004,"mississippi"
"hh4","29",273,2004,"missouri"
"hh4","30",107,2004,"montana"
"hh4","31",255,2004,"nebraska"
"hh4","32",267,2004,"nevada"
"hh4","33",396,2004,"new hampshire"
"hh4","34",494,2004,"new jersey"
"hh4","35",144,2004,"new mexico"
"hh4","36",742,2004,"new york"
"hh4","37",311,2004,"north carolina"
"hh4","38",167,2004,"north dakota"
"hh4","39",521,2004,"ohio"
"hh4","40",146,2004,"oklahoma"
"hh4","41",244,2004,"oregon"
"hh4","42",548,2004,"pennsylvania"
"hh4","44",330,2004,"rhode island"
"hh4","45",169,2004,"south carolina"
"hh4","46",199,2004,"south dakota"
"hh4","47",170,2004,"tennessee"
"hh4","48",659,2004,"texas"
"hh4","49",233,2004,"utah"
"hh4","50",249,2004,"vermont"
"hh4","51",369,2004,"virginia"
"hh4","53",337,2004,"washington"
"hh4","54",156,2004,"west virginia"
"hh4","55",340,2004,"wisconsin"
"hh4","56",213,2004,"wyoming"
"hh5","1",35,2004,"alabama"
"hh5","2",77,2004,"alaska"
"hh5","4",58,2004,"arizona"
"hh5","5",29,2004,"arkansas"
"hh5","6",434,2004,"california"
"hh5","8",123,2004,"colorado"
"hh5","9",155,2004,"connecticut"
"hh5","10",38,2004,"delaware"
"hh5","11",90,2004,"district of columbia"
"hh5","12",182,2004,"florida"
"hh5","13",61,2004,"georgia"
"hh5","15",96,2004,"hawaii"
"hh5","16",41,2004,"idaho"
"hh5","17",149,2004,"illinois"
"hh5","18",71,2004,"indiana"
"hh5","19",53,2004,"iowa"
"hh5","20",61,2004,"kansas"
"hh5","21",37,2004,"kentucky"
"hh5","22",20,2004,"louisiana"
"hh5","23",52,2004,"maine"
"hh5","24",166,2004,"maryland"
"hh5","25",133,2004,"massachusetts"
"hh5","26",128,2004,"michigan"
"hh5","27",113,2004,"minnesota"
"hh5","28",33,2004,"mississippi"
"hh5","29",59,2004,"missouri"
"hh5","30",20,2004,"montana"
"hh5","31",54,2004,"nebraska"
"hh5","32",64,2004,"nevada"
"hh5","33",98,2004,"new hampshire"
"hh5","34",189,2004,"new jersey"
"hh5","35",33,2004,"new mexico"
"hh5","36",246,2004,"new york"
"hh5","37",78,2004,"north carolina"
"hh5","38",37,2004,"north dakota"
"hh5","39",100,2004,"ohio"
"hh5","40",41,2004,"oklahoma"
"hh5","41",64,2004,"oregon"
"hh5","42",148,2004,"pennsylvania"
"hh5","44",87,2004,"rhode island"
"hh5","45",34,2004,"south carolina"
"hh5","46",41,2004,"south dakota"
"hh5","47",47,2004,"tennessee"
"hh5","48",199,2004,"texas"
"hh5","49",55,2004,"utah"
"hh5","50",62,2004,"vermont"
"hh5","51",130,2004,"virginia"
"hh5","53",85,2004,"washington"
"hh5","54",21,2004,"west virginia"
"hh5","55",59,2004,"wisconsin"
"hh5","56",24,2004,"wyoming"
"hh1","0",19785,2005,"united states"
"hh2","0",19620,2005,"united states"
"hh3","0",14050,2005,"united states"
"hh4","0",17348,2005,"united states"
"hh5","0",5136,2005,"united states"
"hh1","1",331,2005,"alabama"
"hh1","2",213,2005,"alaska"
"hh1","4",268,2005,"arizona"
"hh1","5",281,2005,"arkansas"
"hh1","6",1530,2005,"california"
"hh1","8",373,2005,"colorado"
"hh1","9",366,2005,"connecticut"
"hh1","10",237,2005,"delaware"
"hh1","11",409,2005,"district of columbia"
"hh1","12",940,2005,"florida"
"hh1","13",456,2005,"georgia"
"hh1","15",230,2005,"hawaii"
"hh1","16",198,2005,"idaho"
"hh1","17",567,2005,"illinois"
"hh1","18",329,2005,"indiana"
"hh1","19",336,2005,"iowa"
"hh1","20",288,2005,"kansas"
"hh1","21",346,2005,"kentucky"
"hh1","22",234,2005,"louisiana"
"hh1","23",353,2005,"maine"
"hh1","24",344,2005,"maryland"
"hh1","25",276,2005,"massachusetts"
"hh1","26",460,2005,"michigan"
"hh1","27",335,2005,"minnesota"
"hh1","28",278,2005,"mississippi"
"hh1","29",365,2005,"missouri"
"hh1","30",241,2005,"montana"
"hh1","31",283,2005,"nebraska"
"hh1","32",286,2005,"nevada"
"hh1","33",261,2005,"new hampshire"
"hh1","34",272,2005,"new jersey"
"hh1","35",304,2005,"new mexico"
"hh1","36",942,2005,"new york"
"hh1","37",473,2005,"north carolina"
"hh1","38",280,2005,"north dakota"
"hh1","39",541,2005,"ohio"
"hh1","40",340,2005,"oklahoma"
"hh1","41",291,2005,"oregon"
"hh1","42",580,2005,"pennsylvania"
"hh1","44",308,2005,"rhode island"
"hh1","45",343,2005,"south carolina"
"hh1","46",293,2005,"south dakota"
"hh1","47",332,2005,"tennessee"
"hh1","48",1240,2005,"texas"
"hh1","49",156,2005,"utah"
"hh1","50",220,2005,"vermont"
"hh1","51",329,2005,"virginia"
"hh1","53",262,2005,"washington"
"hh1","54",295,2005,"west virginia"
"hh1","55",357,2005,"wisconsin"
"hh1","56",213,2005,"wyoming"
"hh2","1",227,2005,"alabama"
"hh2","2",229,2005,"alaska"
"hh2","4",317,2005,"arizona"
"hh2","5",259,2005,"arkansas"
"hh2","6",1633,2005,"california"
"hh2","8",410,2005,"colorado"
"hh2","9",336,2005,"connecticut"
"hh2","10",316,2005,"delaware"
"hh2","11",271,2005,"district of columbia"
"hh2","12",970,2005,"florida"
"hh2","13",455,2005,"georgia"
"hh2","15",272,2005,"hawaii"
"hh2","16",256,2005,"idaho"
"hh2","17",577,2005,"illinois"
"hh2","18",315,2005,"indiana"
"hh2","19",346,2005,"iowa"
"hh2","20",311,2005,"kansas"
"hh2","21",298,2005,"kentucky"
"hh2","22",199,2005,"louisiana"
"hh2","23",351,2005,"maine"
"hh2","24",350,2005,"maryland"
"hh2","25",198,2005,"massachusetts"
"hh2","26",495,2005,"michigan"
"hh2","27",401,2005,"minnesota"
"hh2","28",199,2005,"mississippi"
"hh2","29",366,2005,"missouri"
"hh2","30",238,2005,"montana"
"hh2","31",266,2005,"nebraska"
"hh2","32",333,2005,"nevada"
"hh2","33",343,2005,"new hampshire"
"hh2","34",316,2005,"new jersey"
"hh2","35",229,2005,"new mexico"
"hh2","36",762,2005,"new york"
"hh2","37",407,2005,"north carolina"
"hh2","38",252,2005,"north dakota"
"hh2","39",573,2005,"ohio"
"hh2","40",269,2005,"oklahoma"
"hh2","41",253,2005,"oregon"
"hh2","42",580,2005,"pennsylvania"
"hh2","44",298,2005,"rhode island"
"hh2","45",287,2005,"south carolina"
"hh2","46",306,2005,"south dakota"
"hh2","47",284,2005,"tennessee"
"hh2","48",1091,2005,"texas"
"hh2","49",220,2005,"utah"
"hh2","50",271,2005,"vermont"
"hh2","51",422,2005,"virginia"
"hh2","53",360,2005,"washington"
"hh2","54",257,2005,"west virginia"
"hh2","55",367,2005,"wisconsin"
"hh2","56",279,2005,"wyoming"
"hh3","1",152,2005,"alabama"
"hh3","2",217,2005,"alaska"
"hh3","4",198,2005,"arizona"
"hh3","5",158,2005,"arkansas"
"hh3","6",1175,2005,"california"
"hh3","8",277,2005,"colorado"
"hh3","9",299,2005,"connecticut"
"hh3","10",232,2005,"delaware"
"hh3","11",148,2005,"district of columbia"
"hh3","12",603,2005,"florida"
"hh3","13",316,2005,"georgia"
"hh3","15",249,2005,"hawaii"
"hh3","16",170,2005,"idaho"
"hh3","17",437,2005,"illinois"
"hh3","18",219,2005,"indiana"
"hh3","19",286,2005,"iowa"
"hh3","20",202,2005,"kansas"
"hh3","21",167,2005,"kentucky"
"hh3","22",110,2005,"louisiana"
"hh3","23",256,2005,"maine"
"hh3","24",283,2005,"maryland"
