"hh","state","n","year","sname"
"hh5","56",63,2010,"wyoming"
"hh1","0",17927,2011,"united states"
"hh2","0",18022,2011,"united states"
"hh3","0",13181,2011,"united states"
"hh4","0",18355,2011,"united states"
"hh5","0",6898,2011,"united states"
"hh1","1",260,2011,"alabama"
"hh1","2",161,2011,"alaska"
"hh1","4",263,2011,"arizona"
"hh1","5",224,2011,"arkansas"
"hh1","6",1521,2011,"california"
"hh1","8",348,2011,"colorado"
"hh1","9",310,2011,"connecticut"
"hh1","10",251,2011,"delaware"
"hh1","11",380,2011,"district of columbia"
"hh1","12",862,2011,"florida"
"hh1","13",477,2011,"georgia"
"hh1","15",227,2011,"hawaii"
"hh1","16",183,2011,"idaho"
"hh1","17",554,2011,"illinois"
"hh1","18",303,2011,"indiana"
"hh1","19",282,2011,"iowa"
"hh1","20",261,2011,"kansas"
"hh1","21",300,2011,"kentucky"
"hh1","22",257,2011,"louisiana"
"hh1","23",298,2011,"maine"
"hh1","24",290,2011,"maryland"
"hh1","25",217,2011,"massachusetts"
"hh1","26",436,2011,"michigan"
"hh1","27",373,2011,"minnesota"
"hh1","28",245,2011,"mississippi"
"hh1","29",326,2011,"missouri"
"hh1","30",212,2011,"montana"
"hh1","31",220,2011,"nebraska"
"hh1","32",282,2011,"nevada"
"hh1","33",218,2011,"new hampshire"
"hh1","34",269,2011,"new jersey"
"hh1","35",229,2011,"new mexico"
"hh1","36",879,2011,"new york"
"hh1","37",415,2011,"north carolina"
"hh1","38",183,2011,"north dakota"
"hh1","39",491,2011,"ohio"
"hh1","40",230,2011,"oklahoma"
"hh1","41",215,2011,"oregon"
"hh1","42",560,2011,"pennsylvania"
"hh1","44",330,2011,"rhode island"
"hh1","45",313,2011,"south carolina"
"hh1","46",282,2011,"south dakota"
"hh1","47",282,2011,"tennessee"
"hh1","48",1096,2011,"texas"
"hh1","49",120,2011,"utah"
"hh1","50",223,2011,"vermont"
"hh1","51",309,2011,"virginia"
"hh1","53",220,2011,"washington"
"hh1","54",239,2011,"west virginia"
"hh1","55",298,2011,"wisconsin"
"hh1","56",203,2011,"wyoming"
"hh2","1",232,2011,"alabama"
"hh2","2",178,2011,"alaska"
"hh2","4",249,2011,"arizona"
"hh2","5",205,2011,"arkansas"
"hh2","6",1600,2011,"california"
"hh2","8",357,2011,"colorado"
"hh2","9",314,2011,"connecticut"
"hh2","10",256,2011,"delaware"
"hh2","11",257,2011,"district of columbia"
"hh2","12",871,2011,"florida"
"hh2","13",376,2011,"georgia"
"hh2","15",282,2011,"hawaii"
"hh2","16",224,2011,"idaho"
"hh2","17",588,2011,"illinois"
"hh2","18",285,2011,"indiana"
"hh2","19",370,2011,"iowa"
"hh2","20",298,2011,"kansas"
"hh2","21",315,2011,"kentucky"
"hh2","22",185,2011,"louisiana"
"hh2","23",303,2011,"maine"
"hh2","24",335,2011,"maryland"
"hh2","25",226,2011,"massachusetts"
"hh2","26",398,2011,"michigan"
"hh2","27",336,2011,"minnesota"
"hh2","28",193,2011,"mississippi"
"hh2","29",284,2011,"missouri"
"hh2","30",215,2011,"montana"
"hh2","31",290,2011,"nebraska"
"hh2","32",307,2011,"nevada"
"hh2","33",250,2011,"new hampshire"
"hh2","34",307,2011,"new jersey"
"hh2","35",195,2011,"new mexico"
"hh2","36",730,2011,"new york"
"hh2","37",421,2011,"north carolina"
"hh2","38",221,2011,"north dakota"
"hh2","39",497,2011,"ohio"
"hh2","40",255,2011,"oklahoma"
"hh2","41",259,2011,"oregon"
"hh2","42",537,2011,"pennsylvania"
"hh2","44",289,2011,"rhode island"
"hh2","45",265,2011,"south carolina"
"hh2","46",288,2011,"south dakota"
"hh2","47",282,2011,"tennessee"
"hh2","48",1049,2011,"texas"
"hh2","49",217,2011,"utah"
"hh2","50",261,2011,"vermont"
"hh2","51",322,2011,"virginia"
"hh2","53",287,2011,"washington"
"hh2","54",213,2011,"west virginia"
"hh2","55",344,2011,"wisconsin"
"hh2","56",204,2011,"wyoming"
"hh3","1",149,2011,"alabama"
"hh3","2",144,2011,"alaska"
"hh3","4",164,2011,"arizona"
"hh3","5",135,2011,"arkansas"
"hh3","6",1125,2011,"california"
"hh3","8",301,2011,"colorado"
"hh3","9",252,2011,"connecticut"
"hh3","10",222,2011,"delaware"
"hh3","11",175,2011,"district of columbia"
"hh3","12",558,2011,"florida"
"hh3","13",275,2011,"georgia"
"hh3","15",210,2011,"hawaii"
"hh3","16",154,2011,"idaho"
"hh3","17",408,2011,"illinois"
"hh3","18",185,2011,"indiana"
"hh3","19",299,2011,"iowa"
"hh3","20",182,2011,"kansas"
"hh3","21",190,2011,"kentucky"
"hh3","22",121,2011,"louisiana"
"hh3","23",279,2011,"maine"
"hh3","24",311,2011,"maryland"
"hh3","25",162,2011,"massachusetts"
"hh3","26",291,2011,"michigan"
"hh3","27",347,2011,"minnesota"
"hh3","28",117,2011,"mississippi"
"hh3","29",200,2011,"missouri"
"hh3","30",131,2011,"montana"
"hh3","31",221,2011,"nebraska"
"hh3","32",205,2011,"nevada"
"hh3","33",275,2011,"new hampshire"
"hh3","34",204,2011,"new jersey"
"hh3","35",112,2011,"new mexico"
"hh3","36",565,2011,"new york"
"hh3","37",248,2011,"north carolina"
"hh3","38",176,2011,"north dakota"
"hh3","39",334,2011,"ohio"
"hh3","40",167,2011,"oklahoma"
"hh3","41",190,2011,"oregon"
"hh3","42",391,2011,"pennsylvania"
"hh3","44",185,2011,"rhode island"
"hh3","45",189,2011,"south carolina"
"hh3","46",224,2011,"south dakota"
"hh3","47",196,2011,"tennessee"
"hh3","48",733,2011,"texas"
"hh3","49",183,2011,"utah"
"hh3","50",209,2011,"vermont"
"hh3","51",287,2011,"virginia"
"hh3","53",188,2011,"washington"
"hh3","54",130,2011,"west virginia"
"hh3","55",269,2011,"wisconsin"
"hh3","56",213,2011,"wyoming"
"hh4","1",169,2011,"alabama"
"hh4","2",243,2011,"alaska"
"hh4","4",207,2011,"arizona"
"hh4","5",149,2011,"arkansas"
"hh4","6",1570,2011,"california"
"hh4","8",485,2011,"colorado"
"hh4","9",484,2011,"connecticut"
"hh4","10",311,2011,"delaware"
"hh4","11",267,2011,"district of columbia"
"hh4","12",658,2011,"florida"
"hh4","13",336,2011,"georgia"
"hh4","15",351,2011,"hawaii"
"hh4","16",180,2011,"idaho"
"hh4","17",569,2011,"illinois"
"hh4","18",270,2011,"indiana"
"hh4","19",345,2011,"iowa"
"hh4","20",263,2011,"kansas"
"hh4","21",227,2011,"kentucky"
"hh4","22",147,2011,"louisiana"
"hh4","23",286,2011,"maine"
"hh4","24",568,2011,"maryland"
"hh4","25",303,2011,"massachusetts"
"hh4","26",408,2011,"michigan"
"hh4","27",519,2011,"minnesota"
"hh4","28",138,2011,"mississippi"
"hh4","29",273,2011,"missouri"
"hh4","30",140,2011,"montana"
"hh4","31",350,2011,"nebraska"
"hh4","32",258,2011,"nevada"
"hh4","33",467,2011,"new hampshire"
"hh4","34",424,2011,"new jersey"
"hh4","35",151,2011,"new mexico"
"hh4","36",741,2011,"new york"
"hh4","37",339,2011,"north carolina"
"hh4","38",274,2011,"north dakota"
"hh4","39",434,2011,"ohio"
"hh4","40",212,2011,"oklahoma"
"hh4","41",258,2011,"oregon"
"hh4","42",558,2011,"pennsylvania"
"hh4","44",325,2011,"rhode island"
"hh4","45",155,2011,"south carolina"
"hh4","46",268,2011,"south dakota"
"hh4","47",201,2011,"tennessee"
"hh4","48",934,2011,"texas"
"hh4","49",204,2011,"utah"
"hh4","50",297,2011,"vermont"
"hh4","51",457,2011,"virginia"
"hh4","53",368,2011,"washington"
"hh4","54",170,2011,"west virginia"
"hh4","55",367,2011,"wisconsin"
"hh4","56",277,2011,"wyoming"
"hh5","1",58,2011,"alabama"
"hh5","2",86,2011,"alaska"
"hh5","4",85,2011,"arizona"
"hh5","5",31,2011,"arkansas"
"hh5","6",788,2011,"california"
"hh5","8",179,2011,"colorado"
"hh5","9",267,2011,"connecticut"
"hh5","10",92,2011,"delaware"
"hh5","11",218,2011,"district of columbia"
"hh5","12",228,2011,"florida"
"hh5","13",149,2011,"georgia"
"hh5","15",158,2011,"hawaii"
"hh5","16",46,2011,"idaho"
"hh5","17",234,2011,"illinois"
"hh5","18",70,2011,"indiana"
"hh5","19",94,2011,"iowa"
"hh5","20",81,2011,"kansas"
"hh5","21",56,2011,"kentucky"
"hh5","22",37,2011,"louisiana"
"hh5","23",90,2011,"maine"
"hh5","24",279,2011,"maryland"
"hh5","25",168,2011,"massachusetts"
"hh5","26",151,2011,"michigan"
"hh5","27",174,2011,"minnesota"
"hh5","28",29,2011,"mississippi"
"hh5","29",86,2011,"missouri"
"hh5","30",29,2011,"montana"
"hh5","31",99,2011,"nebraska"
"hh5","32",78,2011,"nevada"
"hh5","33",163,2011,"new hampshire"
"hh5","34",241,2011,"new jersey"
"hh5","35",57,2011,"new mexico"
"hh5","36",336,2011,"new york"
"hh5","37",112,2011,"north carolina"
"hh5","38",81,2011,"north dakota"
"hh5","39",111,2011,"ohio"
"hh5","40",63,2011,"oklahoma"
"hh5","41",76,2011,"oregon"
"hh5","42",198,2011,"pennsylvania"
"hh5","44",122,2011,"rhode island"
"hh5","45",39,2011,"south carolina"
"hh5","46",65,2011,"south dakota"
"hh5","47",58,2011,"tennessee"
"hh5","48",334,2011,"texas"
"hh5","49",79,2011,"utah"
"hh5","50",68,2011,"vermont"
"hh5","51",212,2011,"virginia"
"hh5","53",117,2011,"washington"
"hh5","54",38,2011,"west virginia"
"hh5","55",113,2011,"wisconsin"
"hh5","56",75,2011,"wyoming"
"hh1","0",17706,2012,"united states"
"hh2","0",17805,2012,"united states"
"hh3","0",12999,2012,"united states"
"hh4","0",18972,2012,"united states"
"hh5","0",7339,2012,"united states"
"hh1","1",261,2012,"alabama"
"hh1","2",141,2012,"alaska"
"hh1","4",298,2012,"arizona"
"hh1","5",282,2012,"arkansas"
"hh1","6",1587,2012,"california"
"hh1","8",329,2012,"colorado"
"hh1","9",293,2012,"connecticut"
"hh1","10",275,2012,"delaware"
"hh1","11",346,2012,"district of columbia"
"hh1","12",838,2012,"florida"
"hh1","13",444,2012,"georgia"
"hh1","15",268,2012,"hawaii"
"hh1","16",187,2012,"idaho"
"hh1","17",500,2012,"illinois"
"hh1","18",274,2012,"indiana"
"hh1","19",276,2012,"iowa"
"hh1","20",249,2012,"kansas"
"hh1","21",309,2012,"kentucky"
"hh1","22",261,2012,"louisiana"
"hh1","23",256,2012,"maine"
"hh1","24",277,2012,"maryland"
"hh1","25",236,2012,"massachusetts"
"hh1","26",386,2012,"michigan"
"hh1","27",302,2012,"minnesota"
"hh1","28",276,2012,"mississippi"
"hh1","29",281,2012,"missouri"
"hh1","30",180,2012,"montana"
"hh1","31",224,2012,"nebraska"
"hh1","32",276,2012,"nevada"
"hh1","33",201,2012,"new hampshire"
"hh1","34",287,2012,"new jersey"
"hh1","35",222,2012,"new mexico"
"hh1","36",906,2012,"new york"
"hh1","37",451,2012,"north carolina"
"hh1","38",186,2012,"north dakota"
"hh1","39",540,2012,"ohio"
"hh1","40",221,2012,"oklahoma"
"hh1","41",214,2012,"oregon"
"hh1","42",571,2012,"pennsylvania"
"hh1","44",296,2012,"rhode island"
"hh1","45",326,2012,"south carolina"
"hh1","46",240,2012,"south dakota"
"hh1","47",291,2012,"tennessee"
"hh1","48",1075,2012,"texas"
"hh1","49",159,2012,"utah"
"hh1","50",176,2012,"vermont"
"hh1","51",308,2012,"virginia"
"hh1","53",240,2012,"washington"
"hh1","54",225,2012,"west virginia"
"hh1","55",289,2012,"wisconsin"
"hh1","56",170,2012,"wyoming"
"hh2","1",216,2012,"alabama"
"hh2","2",186,2012,"alaska"
"hh2","4",220,2012,"arizona"
"hh2","5",231,2012,"arkansas"
"hh2","6",1509,2012,"california"
"hh2","8",376,2012,"colorado"
"hh2","9",320,2012,"connecticut"
"hh2","10",305,2012,"delaware"
"hh2","11",239,2012,"district of columbia"
"hh2","12",880,2012,"florida"
"hh2","13",413,2012,"georgia"
"hh2","15",260,2012,"hawaii"
"hh2","16",202,2012,"idaho"
"hh2","17",581,2012,"illinois"
"hh2","18",312,2012,"indiana"
"hh2","19",335,2012,"iowa"
"hh2","20",274,2012,"kansas"
"hh2","21",278,2012,"kentucky"
"hh2","22",191,2012,"louisiana"
"hh2","23",315,2012,"maine"
"hh2","24",330,2012,"maryland"
"hh2","25",212,2012,"massachusetts"
"hh2","26",410,2012,"michigan"
"hh2","27",349,2012,"minnesota"
"hh2","28",187,2012,"mississippi"
"hh2","29",286,2012,"missouri"
"hh2","30",201,2012,"montana"
"hh2","31",287,2012,"nebraska"
"hh2","32",326,2012,"nevada"
"hh2","33",281,2012,"new hampshire"
"hh2","34",265,2012,"new jersey"
"hh2","35",189,2012,"new mexico"
"hh2","36",736,2012,"new york"
"hh2","37",435,2012,"north carolina"
"hh2","38",212,2012,"north dakota"
"hh2","39",521,2012,"ohio"
"hh2","40",250,2012,"oklahoma"
"hh2","41",271,2012,"oregon"
"hh2","42",487,2012,"pennsylvania"
"hh2","44",261,2012,"rhode island"
"hh2","45",261,2012,"south carolina"
"hh2","46",273,2012,"south dakota"
"hh2","47",271,2012,"tennessee"
"hh2","48",1115,2012,"texas"
"hh2","49",200,2012,"utah"
"hh2","50",254,2012,"vermont"
"hh2","51",287,2012,"virginia"
"hh2","53",270,2012,"washington"
"hh2","54",180,2012,"west virginia"
"hh2","55",341,2012,"wisconsin"
"hh2","56",214,2012,"wyoming"
"hh3","1",152,2012,"alabama"
"hh3","2",176,2012,"alaska"
"hh3","4",179,2012,"arizona"
"hh3","5",135,2012,"arkansas"
"hh3","6",1103,2012,"california"
"hh3","8",277,2012,"colorado"
"hh3","9",260,2012,"connecticut"
"hh3","10",179,2012,"delaware"
"hh3","11",163,2012,"district of columbia"
"hh3","12",566,2012,"florida"
"hh3","13",289,2012,"georgia"
"hh3","15",222,2012,"hawaii"
"hh3","16",157,2012,"idaho"
"hh3","17",391,2012,"illinois"
"hh3","18",156,2012,"indiana"
"hh3","19",272,2012,"iowa"
"hh3","20",188,2012,"kansas"
"hh3","21",173,2012,"kentucky"
"hh3","22",108,2012,"louisiana"
"hh3","23",228,2012,"maine"
"hh3","24",288,2012,"maryland"
"hh3","25",164,2012,"massachusetts"
"hh3","26",285,2012,"michigan"
"hh3","27",307,2012,"minnesota"
"hh3","28",110,2012,"mississippi"
"hh3","29",232,2012,"missouri"
"hh3","30",135,2012,"montana"
"hh3","31",218,2012,"nebraska"
"hh3","32",207,2012,"nevada"
"hh3","33",259,2012,"new hampshire"
"hh3","34",215,2012,"new jersey"
"hh3","35",111,2012,"new mexico"
"hh3","36",486,2012,"new york"
"hh3","37",237,2012,"north carolina"
"hh3","38",177,2012,"north dakota"
"hh3","39",356,2012,"ohio"
"hh3","40",179,2012,"oklahoma"
"hh3","41",222,2012,"oregon"
"hh3","42",381,2012,"pennsylvania"
"hh3","44",191,2012,"rhode island"
"hh3","45",191,2012,"south carolina"
"hh3","46",202,2012,"south dakota"
"hh3","47",174,2012,"tennessee"
"hh3","48",814,2012,"texas"
"hh3","49",174,2012,"utah"
"hh3","50",181,2012,"vermont"
"hh3","51",285,2012,"virginia"
"hh3","53",234,2012,"washington"
"hh3","54",125,2012,"west virginia"
"hh3","55",309,2012,"wisconsin"
"hh3","56",176,2012,"wyoming"
"hh4","1",157,2012,"alabama"
"hh4","2",252,2012,"alaska"
"hh4","4",199,2012,"arizona"
"hh4","5",154,2012,"arkansas"
"hh4","6",1775,2012,"california"
"hh4","8",457,2012,"colorado"
"hh4","9",454,2012,"connecticut"
"hh4","10",301,2012,"delaware"
"hh4","11",323,2012,"district of columbia"
"hh4","12",675,2012,"florida"
"hh4","13",381,2012,"georgia"
"hh4","15",358,2012,"hawaii"
"hh4","16",171,2012,"idaho"
"hh4","17",566,2012,"illinois"
"hh4","18",291,2012,"indiana"
"hh4","19",392,2012,"iowa"
"hh4","20",269,2012,"kansas"
"hh4","21",234,2012,"kentucky"
"hh4","22",156,2012,"louisiana"
"hh4","23",294,2012,"maine"
"hh4","24",580,2012,"maryland"
"hh4","25",302,2012,"massachusetts"
"hh4","26",439,2012,"michigan"
"hh4","27",560,2012,"minnesota"
"hh4","28",129,2012,"mississippi"
"hh4","29",269,2012,"missouri"
"hh4","30",174,2012,"montana"
"hh4","31",304,2012,"nebraska"
"hh4","32",277,2012,"nevada"
"hh4","33",469,2012,"new hampshire"
"hh4","34",399,2012,"new jersey"
"hh4","35",154,2012,"new mexico"
"hh4","36",727,2012,"new york"
"hh4","37",319,2012,"north carolina"
"hh4","38",269,2012,"north dakota"
"hh4","39",437,2012,"ohio"
"hh4","40",216,2012,"oklahoma"
"hh4","41",237,2012,"oregon"
"hh4","42",592,2012,"pennsylvania"
"hh4","44",287,2012,"rhode island"
"hh4","45",208,2012,"south carolina"
"hh4","46",297,2012,"south dakota"
"hh4","47",230,2012,"tennessee"
"hh4","48",1018,2012,"texas"
"hh4","49",252,2012,"utah"
"hh4","50",281,2012,"vermont"
"hh4","51",485,2012,"virginia"
"hh4","53",378,2012,"washington"
"hh4","54",158,2012,"west virginia"
"hh4","55",365,2012,"wisconsin"
"hh4","56",301,2012,"wyoming"
"hh5","1",53,2012,"alabama"
"hh5","2",113,2012,"alaska"
"hh5","4",69,2012,"arizona"
"hh5","5",41,2012,"arkansas"
"hh5","6",878,2012,"california"
"hh5","8",225,2012,"colorado"
"hh5","9",280,2012,"connecticut"
"hh5","10",89,2012,"delaware"
"hh5","11",260,2012,"district of columbia"
"hh5","12",239,2012,"florida"
"hh5","13",123,2012,"georgia"
"hh5","15",125,2012,"hawaii"
"hh5","16",54,2012,"idaho"
"hh5","17",230,2012,"illinois"
"hh5","18",79,2012,"indiana"
"hh5","19",100,2012,"iowa"
"hh5","20",80,2012,"kansas"
"hh5","21",55,2012,"kentucky"
"hh5","22",55,2012,"louisiana"
"hh5","23",89,2012,"maine"
"hh5","24",278,2012,"maryland"
"hh5","25",168,2012,"massachusetts"
"hh5","26",134,2012,"michigan"
"hh5","27",201,2012,"minnesota"
"hh5","28",26,2012,"mississippi"
"hh5","29",93,2012,"missouri"
"hh5","30",26,2012,"montana"
"hh5","31",83,2012,"nebraska"
"hh5","32",83,2012,"nevada"
"hh5","33",200,2012,"new hampshire"
"hh5","34",259,2012,"new jersey"
"hh5","35",60,2012,"new mexico"
"hh5","36",346,2012,"new york"
"hh5","37",97,2012,"north carolina"
"hh5","38",86,2012,"north dakota"
"hh5","39",140,2012,"ohio"
"hh5","40",56,2012,"oklahoma"
"hh5","41",80,2012,"oregon"
"hh5","42",206,2012,"pennsylvania"
"hh5","44",169,2012,"rhode island"
"hh5","45",54,2012,"south carolina"
"hh5","46",65,2012,"south dakota"
"hh5","47",53,2012,"tennessee"
"hh5","48",357,2012,"texas"
"hh5","49",80,2012,"utah"
"hh5","50",76,2012,"vermont"
"hh5","51",220,2012,"virginia"
"hh5","53",170,2012,"washington"
"hh5","54",44,2012,"west virginia"
"hh5","55",113,2012,"wisconsin"
"hh5","56",79,2012,"wyoming"
"hh1","0",5163,2013,"united states"
"hh2","0",5050,2013,"united states"
"hh3","0",3846,2013,"united states"
"hh4","0",5917,2013,"united states"
"hh5","0",2696,2013,"united states"
"hh1","1",73,2013,"alabama"
"hh1","2",38,2013,"alaska"
"hh1","4",70,2013,"arizona"
"hh1","5",80,2013,"arkansas"
"hh1","6",398,2013,"california"
"hh1","8",89,2013,"colorado"
"hh1","9",93,2013,"connecticut"
"hh1","10",79,2013,"delaware"
"hh1","11",118,2013,"district of columbia"
"hh1","12",218,2013,"florida"
"hh1","13",144,2013,"georgia"
"hh1","15",85,2013,"hawaii"
"hh1","16",55,2013,"idaho"
"hh1","17",162,2013,"illinois"
"hh1","18",88,2013,"indiana"
"hh1","19",97,2013,"iowa"
"hh1","20",77,2013,"kansas"
"hh1","21",110,2013,"kentucky"
"hh1","22",76,2013,"louisiana"
"hh1","23",75,2013,"maine"
"hh1","24",77,2013,"maryland"
"hh1","25",70,2013,"massachusetts"
"hh1","26",114,2013,"michigan"
"hh1","27",104,2013,"minnesota"
"hh1","28",91,2013,"mississippi"
"hh1","29",106,2013,"missouri"
"hh1","30",53,2013,"montana"
"hh1","31",67,2013,"nebraska"
"hh1","32",83,2013,"nevada"
"hh1","33",57,2013,"new hampshire"
"hh1","34",91,2013,"new jersey"
"hh1","35",63,2013,"new mexico"
"hh1","36",267,2013,"new york"
"hh1","37",130,2013,"north carolina"
"hh1","38",59,2013,"north dakota"
"hh1","39",155,2013,"ohio"
"hh1","40",77,2013,"oklahoma"
"hh1","41",69,2013,"oregon"
"hh1","42",138,2013,"pennsylvania"
"hh1","44",68,2013,"rhode island"
"hh1","45",85,2013,"south carolina"
"hh1","46",64,2013,"south dakota"
"hh1","47",90,2013,"tennessee"
"hh1","48",292,2013,"texas"
"hh1","49",35,2013,"utah"
"hh1","50",39,2013,"vermont"
"hh1","51",87,2013,"virginia"
"hh1","53",74,2013,"washington"
"hh1","54",81,2013,"west virginia"
"hh1","55",100,2013,"wisconsin"
"hh1","56",52,2013,"wyoming"
"hh2","1",54,2013,"alabama"
"hh2","2",45,2013,"alaska"
"hh2","4",66,2013,"arizona"
"hh2","5",91,2013,"arkansas"
"hh2","6",400,2013,"california"
"hh2","8",86,2013,"colorado"
"hh2","9",88,2013,"connecticut"
"hh2","10",94,2013,"delaware"
"hh2","11",63,2013,"district of columbia"
"hh2","12",232,2013,"florida"
"hh2","13",125,2013,"georgia"
"hh2","15",78,2013,"hawaii"
"hh2","16",62,2013,"idaho"
"hh2","17",161,2013,"illinois"
"hh2","18",78,2013,"indiana"
"hh2","19",73,2013,"iowa"
"hh2","20",90,2013,"kansas"
"hh2","21",68,2013,"kentucky"
"hh2","22",66,2013,"louisiana"
"hh2","23",92,2013,"maine"
"hh2","24",114,2013,"maryland"
"hh2","25",58,2013,"massachusetts"
"hh2","26",122,2013,"michigan"
"hh2","27",93,2013,"minnesota"
"hh2","28",67,2013,"mississippi"
"hh2","29",91,2013,"missouri"
"hh2","30",64,2013,"montana"
"hh2","31",68,2013,"nebraska"
"hh2","32",72,2013,"nevada"
"hh2","33",92,2013,"new hampshire"
"hh2","34",84,2013,"new jersey"
"hh2","35",40,2013,"new mexico"
"hh2","36",210,2013,"new york"
"hh2","37",122,2013,"north carolina"
"hh2","38",58,2013,"north dakota"
"hh2","39",143,2013,"ohio"
"hh2","40",73,2013,"oklahoma"
"hh2","41",105,2013,"oregon"
"hh2","42",147,2013,"pennsylvania"
"hh2","44",62,2013,"rhode island"
"hh2","45",84,2013,"south carolina"
"hh2","46",84,2013,"south dakota"
"hh2","47",96,2013,"tennessee"
"hh2","48",279,2013,"texas"
"hh2","49",56,2013,"utah"
"hh2","50",79,2013,"vermont"
"hh2","51",83,2013,"virginia"
"hh2","53",87,2013,"washington"
"hh2","54",53,2013,"west virginia"
"hh2","55",99,2013,"wisconsin"
"hh2","56",53,2013,"wyoming"
"hh3","1",50,2013,"alabama"
"hh3","2",51,2013,"alaska"
"hh3","4",49,2013,"arizona"
"hh3","5",52,2013,"arkansas"
"hh3","6",289,2013,"california"
"hh3","8",91,2013,"colorado"
"hh3","9",81,2013,"connecticut"
"hh3","10",69,2013,"delaware"
"hh3","11",51,2013,"district of columbia"
"hh3","12",157,2013,"florida"
"hh3","13",99,2013,"georgia"
"hh3","15",62,2013,"hawaii"
"hh3","16",48,2013,"idaho"
"hh3","17",109,2013,"illinois"
"hh3","18",60,2013,"indiana"
"hh3","19",76,2013,"iowa"
"hh3","20",44,2013,"kansas"
"hh3","21",70,2013,"kentucky"
"hh3","22",38,2013,"louisiana"
"hh3","23",77,2013,"maine"
"hh3","24",100,2013,"maryland"
"hh3","25",50,2013,"massachusetts"
"hh3","26",113,2013,"michigan"
"hh3","27",83,2013,"minnesota"
"hh3","28",25,2013,"mississippi"
"hh3","29",63,2013,"missouri"
"hh3","30",37,2013,"montana"
"hh3","31",73,2013,"nebraska"
"hh3","32",65,2013,"nevada"
"hh3","33",75,2013,"new hampshire"
"hh3","34",61,2013,"new jersey"
"hh3","35",26,2013,"new mexico"
"hh3","36",126,2013,"new york"
"hh3","37",76,2013,"north carolina"
"hh3","38",49,2013,"north dakota"
"hh3","39",119,2013,"ohio"
"hh3","40",38,2013,"oklahoma"
"hh3","41",52,2013,"oregon"
"hh3","42",107,2013,"pennsylvania"
"hh3","44",49,2013,"rhode island"
"hh3","45",56,2013,"south carolina"
"hh3","46",64,2013,"south dakota"
"hh3","47",62,2013,"tennessee"
"hh3","48",194,2013,"texas"
"hh3","49",56,2013,"utah"
"hh3","50",65,2013,"vermont"
"hh3","51",99,2013,"virginia"
"hh3","53",81,2013,"washington"
"hh3","54",37,2013,"west virginia"
"hh3","55",77,2013,"wisconsin"
"hh3","56",45,2013,"wyoming"
"hh4","1",54,2013,"alabama"
"hh4","2",95,2013,"alaska"
"hh4","4",72,2013,"arizona"
"hh4","5",41,2013,"arkansas"
"hh4","6",502,2013,"california"
"hh4","8",142,2013,"colorado"
"hh4","9",139,2013,"connecticut"
"hh4","10",108,2013,"delaware"
"hh4","11",95,2013,"district of columbia"
"hh4","12",199,2013,"florida"
"hh4","13",116,2013,"georgia"
"hh4","15",134,2013,"hawaii"
"hh4","16",64,2013,"idaho"
"hh4","17",177,2013,"illinois"
"hh4","18",85,2013,"indiana"
"hh4","19",107,2013,"iowa"
"hh4","20",86,2013,"kansas"
"hh4","21",56,2013,"kentucky"
"hh4","22",57,2013,"louisiana"
"hh4","23",116,2013,"maine"
"hh4","24",165,2013,"maryland"
"hh4","25",81,2013,"massachusetts"
"hh4","26",137,2013,"michigan"
"hh4","27",166,2013,"minnesota"
"hh4","28",51,2013,"mississippi"
"hh4","29",110,2013,"missouri"
"hh4","30",55,2013,"montana"
"hh4","31",100,2013,"nebraska"
"hh4","32",77,2013,"nevada"
"hh4","33",136,2013,"new hampshire"
"hh4","34",113,2013,"new jersey"
"hh4","35",44,2013,"new mexico"
"hh4","36",220,2013,"new york"
"hh4","37",119,2013,"north carolina"
"hh4","38",87,2013,"north dakota"
"hh4","39",157,2013,"ohio"
"hh4","40",68,2013,"oklahoma"
"hh4","41",98,2013,"oregon"
"hh4","42",183,2013,"pennsylvania"
"hh4","44",83,2013,"rhode island"
"hh4","45",71,2013,"south carolina"
"hh4","46",100,2013,"south dakota"
"hh4","47",69,2013,"tennessee"
"hh4","48",297,2013,"texas"
"hh4","49",74,2013,"utah"
"hh4","50",100,2013,"vermont"
"hh4","51",139,2013,"virginia"
"hh4","53",105,2013,"washington"
"hh4","54",42,2013,"west virginia"
"hh4","55",132,2013,"wisconsin"
"hh4","56",93,2013,"wyoming"
"hh5","1",14,2013,"alabama"
"hh5","2",38,2013,"alaska"
"hh5","4",26,2013,"arizona"
"hh5","5",15,2013,"arkansas"
"hh5","6",280,2013,"california"
"hh5","8",91,2013,"colorado"
"hh5","9",92,2013,"connecticut"
"hh5","10",35,2013,"delaware"
"hh5","11",76,2013,"district of columbia"
"hh5","12",94,2013,"florida"
"hh5","13",53,2013,"georgia"
"hh5","15",63,2013,"hawaii"
"hh5","16",17,2013,"idaho"
"hh5","17",95,2013,"illinois"
"hh5","18",29,2013,"indiana"
"hh5","19",48,2013,"iowa"
"hh5","20",37,2013,"kansas"
"hh5","21",22,2013,"kentucky"
"hh5","22",23,2013,"louisiana"
"hh5","23",38,2013,"maine"
"hh5","24",102,2013,"maryland"
"hh5","25",61,2013,"massachusetts"
"hh5","26",60,2013,"michigan"
"hh5","27",80,2013,"minnesota"
"hh5","28",18,2013,"mississippi"
"hh5","29",34,2013,"missouri"
"hh5","30",12,2013,"montana"
"hh5","31",28,2013,"nebraska"
